iter	MultiClass
0	1.607523759
1	1.449754368
2	1.345705932
3	1.254745592
4	1.158616417
5	1.084015114
6	1.007764096
7	0.9447710878
8	0.8882338966
9	0.8409372265
10	0.7945835569
11	0.7525527475
12	0.7160358864
13	0.6829513662
14	0.655290543
15	0.6307756462
16	0.6060594364
17	0.5810322183
18	0.5600913344
19	0.5400277566
20	0.5179181328
21	0.5013329182
22	0.4843336543
23	0.4702049654
24	0.4583678305
25	0.445408094
26	0.4313079481
27	0.4200519599
28	0.4100217024
29	0.3948234183
30	0.3837733882
31	0.3734611654
32	0.3648363709
33	0.3581393529
34	0.3502929968
35	0.3435223022
36	0.3379369265
37	0.3305770216
38	0.3255894532
39	0.3166069769
40	0.3114303546
41	0.3080214025
42	0.3043923936
43	0.2991966425
44	0.2948875457
45	0.2906440036
46	0.2867777424
47	0.2834828155
48	0.2788315184
49	0.2745377945
50	0.2702245147
51	0.2661048087
52	0.2631787445
53	0.2588119541
54	0.2545708429
55	0.2530554072
56	0.2507672142
57	0.2478117305
58	0.2438128495
59	0.2410376541
60	0.2389241365
61	0.2356195506
62	0.2339944633
63	0.2315002965
64	0.2271584221
65	0.2253231417
66	0.2239257425
67	0.2213129493
68	0.2199323096
69	0.2172240117
70	0.2144808486
71	0.2120832226
72	0.2097147564
73	0.2068151714
74	0.2055926585
75	0.2033985985
76	0.2023807087
77	0.2011620037
78	0.1990355002
79	0.1974626116
80	0.1949837543
81	0.1944199658
82	0.1934778936
83	0.1912638145
84	0.1896299623
85	0.1878912265
86	0.1864053732
87	0.184158585
88	0.1821503773
89	0.1816197872
90	0.1800047156
91	0.1788359874
92	0.1775510937
93	0.176418397
94	0.1750001406
95	0.1745433302
96	0.1728545424
97	0.172355087
98	0.1708786907
99	0.1691671171
100	0.1680262346
101	0.1667684453
102	0.1648109951
103	0.1630992231
104	0.1622934937
105	0.1615227416
106	0.1605838303
107	0.1598843448
108	0.158184151
109	0.1568883305
110	0.1561323218
111	0.1550379813
112	0.1541000074
113	0.1537946774
114	0.1528449699
115	0.151329136
116	0.1507427544
117	0.1498669265
118	0.1472464104
119	0.1460189205
120	0.1454917118
121	0.1444426928
122	0.1434508012
123	0.1420839973
124	0.1413965102
125	0.1406693358
126	0.1397105063
127	0.1392058012
128	0.1388282245
129	0.1382456744
130	0.1373235305
131	0.1367372801
132	0.1355211765
133	0.1343907301
134	0.1334651212
135	0.1326354712
136	0.1314772782
137	0.1305954992
138	0.1295719872
139	0.128780856
140	0.1281520843
141	0.1270277713
142	0.126426464
143	0.1257703383
144	0.1248461621
145	0.1241651067
146	0.1235097086
147	0.122776593
148	0.1220927188
149	0.1217002987
150	0.1211558496
151	0.1202862879
152	0.1194176564
153	0.1189746711
154	0.1184450284
155	0.117787888
156	0.1170489858
157	0.1162362706
158	0.1155499541
159	0.1148467884
160	0.114020382
161	0.113362016
162	0.1125675917
163	0.1118512468
164	0.1112613221
165	0.1102615236
166	0.1093776241
167	0.1087335209
168	0.1083665963
169	0.1077954322
170	0.107037948
171	0.1066270843
172	0.1060314865
173	0.1053692082
174	0.1045506103
175	0.1041113335
176	0.1035994093
177	0.1033349787
178	0.1029347224
179	0.1024011834
180	0.1021308351
181	0.1016497663
182	0.1011142254
183	0.1008400019
184	0.1006316605
185	0.1000516382
186	0.09957429436
187	0.09913471228
188	0.0988851695
189	0.09849596822
190	0.09797467764
191	0.09762448143
192	0.09743146598
193	0.09672164474
194	0.09618422714
195	0.09567581279
196	0.09522646472
197	0.09508383921
198	0.09472668703
199	0.09435516256
200	0.09379663249
201	0.0934575296
202	0.09287985716
203	0.09259417
204	0.09218056828
205	0.09186460116
206	0.09139345284
207	0.09115123338
208	0.09088735207
209	0.09018121462
210	0.08977691569
211	0.08940016332
212	0.08902046867
213	0.08872304924
214	0.08814687325
215	0.08783141142
216	0.08748918693
217	0.08717223574
218	0.08699511832
219	0.08667682186
220	0.08646346365
221	0.08590934645
222	0.0857477781
223	0.08537021925
224	0.08501648647
225	0.08478666045
226	0.08434940066
227	0.08391476109
228	0.08367597106
229	0.08340448173
230	0.08327366989
231	0.08298168721
232	0.08256298088
233	0.08219521107
234	0.08182440034
235	0.08153368709
236	0.08117363926
237	0.08072204668
238	0.0802292005
239	0.07999844296
240	0.07948021141
241	0.07906738415
242	0.07858856443
243	0.07827961396
244	0.0778692509
245	0.07755334878
246	0.0772303353
247	0.07698557214
248	0.07653520346
249	0.07591317669
250	0.07558318699
251	0.07530478375
252	0.07497756753
253	0.07466871514
254	0.07431793066
255	0.07407073403
256	0.0739264427
257	0.07363533429
258	0.07330948005
259	0.07303288692
260	0.0725207963
261	0.07226124096
262	0.0721219933
263	0.0717757785
264	0.07150898894
265	0.07131922917
266	0.07096354311
267	0.07060511269
268	0.07040941193
269	0.07013834463
270	0.06988153379
271	0.06970282773
272	0.06958799586
273	0.06920216123
274	0.06881223645
275	0.06845681869
276	0.06793163438
277	0.0676005567
278	0.06746486555
279	0.06719055011
280	0.06691835708
281	0.06657151471
282	0.06632315815
283	0.06618988129
284	0.06598043015
285	0.06580522966
286	0.0656031222
287	0.06545428276
288	0.06519020615
289	0.06490508491
290	0.0646750535
291	0.06462003208
292	0.06424997004
293	0.06409096811
294	0.06395645575
295	0.06373738921
296	0.06355746127
297	0.0633161036
298	0.06307541945
299	0.06286529505
300	0.06260265127
301	0.06239233259
302	0.06217444686
303	0.06195597479
304	0.06178259285
305	0.06165524229
306	0.06132822742
307	0.06109066647
308	0.06100527414
309	0.06085880913
310	0.06059197329
311	0.06051447267
312	0.06021143406
313	0.06011871131
314	0.0597498963
315	0.05953238931
316	0.05932334972
317	0.05914957299
318	0.05908426054
319	0.05882791027
320	0.05867084645
321	0.05856019888
322	0.05841364994
323	0.0583100053
324	0.05805705277
325	0.05781906854
326	0.05763175754
327	0.05755309585
328	0.05721995014
329	0.05707879281
330	0.05680414443
331	0.056573243
332	0.05632874906
333	0.05614500853
334	0.05586875757
335	0.05568738374
336	0.0555048062
337	0.05540635154
338	0.05523468994
339	0.05497118117
340	0.05463853056
341	0.05459452192
342	0.05442983478
343	0.05428185626
344	0.05404049686
345	0.05396253279
346	0.0537819003
347	0.05367322193
348	0.05346251934
349	0.05326258894
350	0.05298718851
351	0.05283128563
352	0.0526986477
353	0.05249325518
354	0.05233255942
355	0.05222978855
356	0.05210584606
357	0.0520297865
358	0.05195975003
359	0.05178499745
360	0.05164959236
361	0.05130920694
362	0.05122049239
363	0.05111583688
